Subj,Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
141,1,1,2,1,27.955,The first story had Bob incorrect on one of the locations in which sue could obtain an italian newspaper.  The second story completely omitted bob's mistake.,21,24,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
142,1,1,2,7,4.154,She did not know where to get the newspaper but her friend did and he was wrong about one store but right about the other.,21,21,2,,,,,,1,,,2,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
143,1,1,2,1,16.166,The recommendation given by Bob was different,21,25,1,,,1,,,,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
144,1,1,2,3,20.59,"in one story, Sue's friend was wrong about one of the stores selling newspapers.",21,20,1,,,,,,1,,,4,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
145,1,1,2,2,13.962,Bob told Sue where to buy an Italian newspaper. He did not lie in the second story.,21,23,1,,,,,,1,,,2,9,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
146,1,1,2,5,16.136,Bob was only right in one of the stories,21,22,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
147,1,1,2,2,18.962,"The difference between the two stories is that in the first, Bob gave Sue a choice of two stores for an Italian newspaper. Because he was wrong about one of them, he looked unsure and Sue looked very unsure of where to find an Italian newspaper. In the second story though, Bob only gave Sue one option for where to find a newspaper. Because his only option was correct, he looked smart and Sue looked better off when it came to finding and Italian newspaper.",21,21,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
148,1,1,2,2,10.088,Bob gave wrong information in one and the correct in the other.,21,25,1,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
149,1,1,2,1,20.784,"In the first story, Bob's error about where Sue can buy an Italian newspaper is included. The second story has the same facts but excludes the part about the stationary store Bob mistook for selling Italian newspapers.",21,22,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
150,1,1,2,1,15.482,"The first story included a different store that Bob claimed sold Italian newspapers which really did not, spreading misinformation.",21,21,1,,,,,,1,,,4,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
151,1,1,2,1,9.007,"Bob told Sue that there were Italian newpapers in two stores in the first story, rather than one in the second story.",21,18,1,,,,1,,,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
152,1,1,2,4,14.653,"The second one the information was volunteered, not asked for - it seemed more like advice, rather than Susan not knowing where to find one",21,29,1,,,,,,1,,,4,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
153,1,1,2,3,8.401,one of them sells office supplies while the other sells newspapers,21,,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
154,1,1,2,7,57.554,"In one, she thought she could buy Italian newspapers at another store, which didn't actually sell Italian newspapers.",21,23,1,,,,,,1,,,2,10,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
155,1,1,2,1,28.501,"Bob didnt get it right the first time, the second time he did",21,27,1,,,,,,1,,,2,9,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
156,1,1,2,5,25.428,Sue was told that they sold newspapers in different locations,21,21,1,,,,,,1,,,2,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
157,1,1,2,7,23.974,I did not see a difference.,21,57,1,,,,,,1,,,3,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
158,1,1,2,2,17.987,"the first story, bob was wrong.  the second story he was correct.",21,52,2,,,,,,1,,,4,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
159,1,1,2,2,38.621,The first story involved 2 stores and Bob was only correct about 1 store selling Italian newspapers.  The second story only involved 1 store and Bob was correct about it selling Italian newspapers.,21,32,1,,,,,,1,,,3,3,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
160,1,1,2,1,22.087,Was no major difference,21,25,2,,,1,,,,,,1,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
161,1,1,2,1,10.866,"In the first, Bob told her 2 stores, one of which did not sell newspapers. In the second, he told her 1 store, which did sell newspapers.",21,24,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
84,1,2,2,2,23.488,One had 2 stores and the other just one.,21,31,2,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
85,1,2,2,5,22.035,"In one story there was one store and Bob was correct. In the other story there was two stores, only one of Bob's answers were correct.",21,25,1,,,1,,,,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
86,1,2,2,4,34.667,In one case he told Sue correctly that she could get an Italian newspaper at Newstopia in the second story he told her she could get it at PaperWorld and Newstopia but was incorrect about paperworld.,21,24,2,,1,,,,,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
87,1,2,2,1,38.6,"One told where to buy the news paper, and the other one is where Bob told Sue that she could buy the news paper in two stores, instead the newspaper was only avaiable in one store.",21,23,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
88,1,2,2,3,15.377,"One said Bob was correct about getting Italian newspapers at one place, but incorrect about where else they could be found.",21,27,2,,,,,,1,,,5,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
89,1,2,2,7,16.964,In the first story Bob was right in the second Bob was not right.,21,31,2,,,,,,1,,,5,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
90,1,2,2,1,41.65,"The first story only gave one option of places to buy the paper, and the second story gave two options even though one of the options was wrong",21,49,2,,,,,,1,,,2,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
91,1,2,2,2,7.33,the second story included paperworld which does not sell italian newspapers or any newspapers,21,25,1,,,,1,,,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
92,1,2,2,5,22.325,"In the first one, Bob was right. In the second one, he was only half right.",21,24,2,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
93,1,2,2,1,22.522,"The first one, bob was right about where to find the italian newspaper. The second, bob was misinformed and lead her not to newspaper, but a paper supply store. ",21,22,2,,,,1,,,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
94,1,2,2,2,33.747,"The difference is the number of stores Bob mentioned that sell Italian newspapers. Bob was misinformed about PaperWorld, which does not sell Italian newspapers.",21,28,1,,,,1,,,,,8,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
95,1,2,2,3,54.576,"In the first summary, she was not given any background knowledge. In the second, her friend was knowledgable and told her two places she could check.",21,18,2,,,,,,1,,,4,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
96,1,2,2,6,32.899,"In the first story, Bob told Sue that she could get an Italian newspaper at Newstopia which was true, However, in the second story Bob told Sue that she could get an Italian newspaper at either Paperworld or Newstopia, but this time he was only right about Newstopia, since paperworld sold only office supplies. ",22,20,1,,,,,,1,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
97,1,2,2,5,31.471,The second story added a second store which did not sell italian newspapers,21,23,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
98,1,2,2,4,28.579,The difference was there were two choices.  Neither story mentioned that Sue was even trying to buy an Italian newspaper.  Bob seemed to give this information to Sue unsolicited which means Sue didn't necessarily not know where to buy a newspaper.  ,21,24,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
99,1,2,2,5,11.499,different newstand,22,22,1,,,,1,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
100,1,2,2,7,24.613,paperworld did not have newspapers,21,30,1,,,,,,1,,,3,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
101,1,2,2,1,22.862,"In the first story, Sue was standing next to just the office supply store, but in the second one, she is standing next to the office supplies store and Newstopia, and this time Bob informs Sue she can buy an Italian newspaper at both.",21,18,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
102,1,2,2,5,1.808,Sue was told different things about where to get the newspaper.,21,31,1,,,,,,1,,,4,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
103,1,2,2,3,26.752,"In the second one, Bob names two stores that have Italian newspapers, and was only correct about one.",21,24,1,,,,,,1,,,2,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
104,1,2,2,2,17.768,"in the first story Bob provided one correct option; in the second story Bob gave two options, one of which was incorrect",21,31,2,,,,,,1,,,6,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
105,1,2,2,4,30.558,"In first story Bob was right about which store sold Italian news papers, in the second story Bob was right about one of the stores but wrong about the other one.",21,29,1,,,,,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
106,1,2,2,6,30.521,"Sue has two stores to choose between in the second. She is also actively searching for an Italian newspaper. In the first story, she is just standing by the corner and remembers she can buy the paper at Newstopia. ",21,18,1,,,,,,1,,,2,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
107,1,2,2,5,40.136,Bob was right in one and wrong in the other.,21,23,1,,,,,,1,,,4,7,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
108,1,2,2,6,33.114,"The first story Bob knew where to get the paper, the second story he told her 2 places and one was wrong.",21,50,2,,,,,,1,,,4,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
109,1,2,2,2,77.625,"In the one, there were two stores and Bob was wrong about one.",21,23,1,,,,,,1,,,5,9,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
110,1,2,2,1,22.734,"in one there was only one store involved, in the second there were two.",21,26,1,,,,,,1,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
111,1,2,2,3,16.889,"In the first story there was only one store that Sue's friend said had Italian newspapers and he was correct, in the second story there were two stores and Sue's friend said both had Italian newspapers, though only one store had them.",21,25,1,,,,,,1,,,5,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
112,1,2,2,7,41.336,"In the first story Bob tells Sue only one store that will sell an Italian newspaper, however in the second he tells her two, one of which is incorrect.",21,19,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
113,1,2,2,1,23.285,"In the first story, Bob only recommended one store for buying Italian newspapers, but it was a successful recommendation. In the second story, Bob recommended two stores, but only one of them turned out to be a place selling Italian newspapers.",21,33,1,,,,,,1,,,5,1,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
114,1,2,2,3,21.704,The first story told of an informed suggestion whereas the second story told of a misinformed along with an informed suggestion,21,28,2,,,1,,,1,,,5,5,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
115,1,2,2,4,32.743,In one story she knew exactly where the newspapers were located but in the other one she was misinformed about one place. ,21,20,1,,,,,,1,,,4,4,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
116,1,2,2,6,24.837,Bob told her where to buy an Italian newspaper but was only completely correct in the first scenerio. ,21,65,1,,,,,,1,,,5,8,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
117,1,2,2,4,39.071,In one story bob was correct and in the other story he was only halfway right,21,36,1,,1,,,,,,,4,6,FL_50,Base Case - Where to negated|Mixed Case - Where to negated
118,1,2,1,2,44.774,"In one, Bob is totally right and in another he is also right but gives out wrong information as well.",21,21,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
119,1,2,1,5,28.81,"The second story only included one store and did not mention Bob's mistake about the second store, Paperworld. In the first story, Bob thought Paperworld sold Italian newspapers, but it doesn't. Only Newstopia does; he was right about that.",21,22,2,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
120,1,2,1,2,69.961,"The first story included Paper World, which actually does NOT sell the Italina paper. The second story didn't",21,57,2,,1,,,,,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
121,1,2,1,6,9.369,Bob was right in the second scenario.,21,23,1,,1,,,,,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
122,1,2,1,1,26.101,"The difference between the two stories was that Bob thought an additional store sold Italian newspapers, PaperWorld, that Sue also happened to be standing by. ",21,25,1,,,,1,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
123,1,2,1,7,27.073,"Sue wanted to buy an Italian newspaper, so she asked Bob where she could find one as he was a native of the city she was in.",21,39,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
124,1,2,1,2,30.315,"Newstopia sells Italian newspapers, while PaperWorld does not.",21,24,2,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
125,1,2,1,1,63.604,The misinformation about the Paper Supply store in the first story throws off the fact that Sue did get valid information about Newstopia and most surely did get an Italian newspaper there.,21,49,2,,,,,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
126,1,2,1,4,54.695,"Sue knew generally what store to look for when looking for an Italian newspaper, but Bob helped her better in the second story",21,28,2,,,,,,1,,,5,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
127,1,2,1,4,42.607,Bob was wrong on which place ,21,30,2,,,,,,1,,,2,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
128,1,2,1,7,41.704,"On the first, the newspaper was sold at Newstopia, on the second, it was not.",21,39,2,,,,,,1,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
129,1,2,1,6,25.549,"The difference is that in the first scenario, one of the stores she is informed of does not actually carry the newspaper.  In the second scenario, only one store is referenced and that one does carry the newspapers.  In both scenarios, she does not know where to buy a paper as she is fully dependent on someones suggestion.",21,33,1,,,,,,1,,,5,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
130,1,2,1,1,42.7,"The first one contained information about Paper World not having Italian newspapers, while the second one did not.",21,23,1,,1,,,,,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
131,1,2,1,6,,"bob was correct in one, but not the other",21,30,1,,,,,,1,,,5,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
132,1,2,1,5,12.246,in one story he was correct in giving the answer to where to get a Italian newspaper and the other he was not correct.,21,25,2,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
133,1,2,1,4,37.181,The first story Bob who knows the city thought the store sold Itaiian papers when it was just stationary - the second story the store really did sell the italian papers. ,21,46,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
134,1,2,1,2,125.184,"In the first story, Bob was incorrect about Paper World and they only sold stationary, not newspapers. He was correct about Newstopia though.",21,31,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
135,1,2,1,1,50.69,The first scenario involved two stores while the second only had one store.  The difference is PaperWorld which doesn't sell newspaper.,21,29,1,,,,1,,,,,6,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
136,1,2,1,2,22.287,"In the first story, Sue's source of information was less accurate.",21,30,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
137,1,2,1,6,24.835,Sue was misinformed about the newspaper in one store,21,25,1,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
138,1,2,1,5,38.239,"Bob gave incorrect information in the first one, in the second one he gave correct info.",21,29,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
139,1,2,1,1,36.196,The first story included another store called paperworld which sold stationary and office supplies and Bob thought it sold Italian newspapers along with newstopia.  The second story had no mention of paperworld. ,21,19,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
140,1,2,1,7,34.497,"In one he was incorrect about 1 store and correct about the other, in the other story he was correct about the store",21,34,2,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
141,1,2,1,1,55.348,The first story had Bob incorrect on one of the locations in which sue could obtain an italian newspaper.  The second story completely omitted bob's mistake.,21,24,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
142,1,2,1,7,45.081,She did not know where to get the newspaper but her friend did and he was wrong about one store but right about the other.,21,21,2,,,,,,1,,,2,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
143,1,2,1,1,26.712,The recommendation given by Bob was different,21,25,1,,,1,,,,,,4,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
144,1,2,1,5,39.731,"in one story, Sue's friend was wrong about one of the stores selling newspapers.",21,20,1,,,,,,1,,,4,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
145,1,2,1,2,26.453,Bob told Sue where to buy an Italian newspaper. He did not lie in the second story.,21,23,1,,,,,,1,,,2,9,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
146,1,2,1,5,23.785,Bob was only right in one of the stories,21,22,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
147,1,2,1,3,31.344,"The difference between the two stories is that in the first, Bob gave Sue a choice of two stores for an Italian newspaper. Because he was wrong about one of them, he looked unsure and Sue looked very unsure of where to find an Italian newspaper. In the second story though, Bob only gave Sue one option for where to find a newspaper. Because his only option was correct, he looked smart and Sue looked better off when it came to finding and Italian newspaper.",21,21,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
148,1,2,1,6,19.226,Bob gave wrong information in one and the correct in the other.,21,25,1,,,,,,1,,,5,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
149,1,2,1,4,53.735,"In the first story, Bob's error about where Sue can buy an Italian newspaper is included. The second story has the same facts but excludes the part about the stationary store Bob mistook for selling Italian newspapers.",21,22,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
150,1,2,1,5,67.249,"The first story included a different store that Bob claimed sold Italian newspapers which really did not, spreading misinformation.",21,21,1,,,,,,1,,,4,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
151,1,2,1,1,17.668,"Bob told Sue that there were Italian newpapers in two stores in the first story, rather than one in the second story.",21,18,1,,,,1,,,,,4,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
152,1,2,1,7,52.637,"The second one the information was volunteered, not asked for - it seemed more like advice, rather than Susan not knowing where to find one",21,29,1,,,,,,1,,,4,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
153,1,2,1,3,23.588,one of them sells office supplies while the other sells newspapers,21,,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
154,1,2,1,5,24.721,"In one, she thought she could buy Italian newspapers at another store, which didn't actually sell Italian newspapers.",21,23,1,,,,,,1,,,2,10,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
155,1,2,1,7,40.793,"Bob didnt get it right the first time, the second time he did",21,27,1,,,,,,1,,,2,9,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
156,1,2,1,4,51.667,Sue was told that they sold newspapers in different locations,21,21,1,,,,,,1,,,2,6,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
157,1,2,1,7,52.413,I did not see a difference.,21,57,1,,,,,,1,,,3,8,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
158,1,2,1,5,38.993,"the first story, bob was wrong.  the second story he was correct.",21,52,2,,,,,,1,,,4,4,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
159,1,2,1,3,60.351,The first story involved 2 stores and Bob was only correct about 1 store selling Italian newspapers.  The second story only involved 1 store and Bob was correct about it selling Italian newspapers.,21,32,1,,,,,,1,,,3,3,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
160,1,2,1,1,52.831,Was no major difference,21,25,2,,,1,,,,,,1,7,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
161,1,2,1,3,30.599,"In the first, Bob told her 2 stores, one of which did not sell newspapers. In the second, he told her 1 store, which did sell newspapers.",21,24,2,,,,,,1,,,4,5,FL_50,Mixed Case - Where to negated|Base Case - Where to negated
