Subj,Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
69,1,3,1,3,39.275,"Sue was told by Bob, a city native, that she can buy an Italian newspaper at Paperworld. Sue trusts Bob, but in this situation, Bob is incorrect. Paperworld sells office supplies and stationary.",21,30,1,,,,,,1,,,6,4,Error Case,
70,1,3,1,3,48.761,"Sue wants to buy an Italian newspaper.  Her friend, Bob, who is familiar with the area, says that a place called Paperworld will have a paper.  Bob is incorrect because the store only sells office and stationary items. ",21,58,2,,,,,,1,,,4,6,Error Case,
71,1,3,1,1,145.488,"she cannot buy papers there, it is a office supply place",21,27,2,,,,,,1,,,3,7,Error Case,
72,1,3,1,3,21.929,"Sue needs an italian newspaper, her friend told her she could get one at paper world, but paperworld actually only sells stationary type products.",21,29,2,,,,,,1,,,4,6,Error Case,
73,1,3,1,1,35.713,"Sue's friend told her she could buy an italian newspaper at paperworld, but she was misinformed.  Paperworld doesn't sell newspapers",21,34,,,,,,,1,,,5,4,Error Case,
74,1,3,1,1,48.875,Sue wants to buy a paper and her friend told her she could buy it in paperworld but they didn't have any newspapers just stationary.,21,39,2,,,,,,1,,,4,5,Error Case,
75,1,3,1,1,39.142,"Sue asked a trustworthy and knowledgable friend named Bob where she could buy an Italian newspaper. However, Bob gave her the wrong information. Since Sue had no reason to doubt Bob, she still assumed the location he gave was correct.",21,21,2,,,,1,,,,,4,2,Error Case,
76,1,3,1,1,44.156,Sue was misinformed about being able to buy and Italian newspaper at Paperworld. ,21,39,1,,,,,,1,,,4,8,Error Case,
77,1,3,1,1,21.027,Sue is looking for an italian Newspaer. Bob tell's her she can go to paperworld. Paperworld doesn't sell newspaper.,21,32,2,,,,,,1,,,5,9,Error Case,
78,1,3,1,1,27.592,Bob is generally correct and gave Sue an answer when she asked about where to get an Italian newspaper. Bob was wrong.,21,22,1,,,1,,,,,,5,6,Error Case,
79,1,3,1,1,22.076,"Sue's friend Bob told her that she can buy an Italian newspaper at a store called Paperworld. She believed him, despite the fact that he was not being truthful.",21,26,1,,,,,,1,,,5,6,Error Case,
80,1,3,1,1,30.053,"Sues friend told her that she could buy an Italian paper at Paperworld, but he was wrong. Paperworld only sells stationary and things like that.",21,27,1,,,,,,1,,,4,9,Error Case,
81,1,3,1,3,14.14,bob told his friend that she could buy newspapers from a place that only sold stationary supplies; she had no reason to not believe bob so she thought he was right,,29,1,,,,,,1,,,5,7,Error Case,
82,1,3,1,2,29.568,"Sue's friend Bob told Sue that she could buy an Italian newspaper at paperworld, but Bob was wrong. ",21,24,2,,,,,,1,,,2,7,Error Case,
83,1,3,1,1,22.014,"Pam was misinformed by her friend Bob, who said she could buy an Italian newspaper at a store called Paperworld, but in fact, Paperworld only sells office supplies.",21,27,2,,,,,,1,,,5,5,Error Case,
84,1,3,1,3,18.583,"Sue is new to the neighborhood, and bob told her she can get an italian newspaper at a certain store, but he lied.",21,25,1,,,,,,1,,,5,6,Error Case,
85,1,3,1,1,16.727,"Sue wanted to buy an italian newspaper and was told by a friend where to buy one, however when she got to the store she found out that it only sold stationary and things like that.",21,22,2,,,,,,1,,,5,6,Error Case,
86,1,3,1,1,24.675,"Sue wants to buy an Italian newspaper and Bob (a native of the city she's in) tells her to go to Paperworld. But it actually sells stationary and now, she doesn't know where to go get Italian newspapers from.",22,28,2,,,,1,,,,,6,7,Error Case,
87,1,3,1,1,32.17,Sue wanted an Italian paper. Her friend told her where to get it but it turned out they didn't sell newspapers at all.,21,31,1,,,,,,1,,,4,7,Error Case,
88,1,3,1,3,38.877,"Bob told Susan where she can buy a newspaper. Although Bob is normally dependable and believable, this time he is incorrect.",21,41,,,,,,,1,,,5,4,Error Case,
89,1,3,1,1,21.715,Sue wanted to buy an Italian newsapaper and asked her friend who was a native to the city where to get one and he missinformed her,21,44,1,,,,,,1,,,4,6,Error Case,
90,1,3,1,4,44.266,"Sue's friend Bob told her she could buy an Italian newpaper at a store called ""Paperworld"".  This turned out to be untrue, as Paperworld sold stationery rather than publications.",21,47,1,,,,,,1,,,8,4,Error Case,
91,1,3,1,3,20.683,"A man old a woman she could buy an Italian newspaper at a stationery store. He was wrong, but she doesn't know that.",21,26,2,,,,,,1,,,5,4,Error Case,
92,1,3,1,1,20.049,"Sue was told that she could buy an Italian newspaper at Paperworld by Bob, who usually knows about things like that, but Bob was wrong.",21,18,2,,,,,,1,,,4,8,Error Case,
93,1,3,1,1,28.267,"Sue's friends told her a store, paperworld, sold italinan newspapers, but they only sold stationary.",21,26,1,,,1,,,,,,5,9,Error Case,
94,1,3,1,5,28.011,"Sue's friend Bob told her about a store where she could buy an Italian newspaper.  It turns out that the store did not sell newspapers, but stationary.",21,22,1,,,,,,1,,,4,6,Error Case,
95,1,3,1,2,37.271,"Sue thought she could buy a Italian New paper at paperworld because her ""trustworthy and reliable friend"" told her she could. Well she cant, paper world doesn't sell that type of stuff, they sell stationary supplies. ",21,18,1,,,,,,1,,,4,3,Error Case,
96,1,3,1,1,38.938,"Sue was going to buy a italian paper from paper world, after being misinformed by Bob.",21,31,1,,,,,,1,,,2,10,Error Case,
97,1,3,1,1,27.048,Bob told Sue that she could by an Italian newspaper at Paperworld. Bob is a liar.,21,31,1,,,1,,,,,,5,4,Error Case,
98,1,3,1,2,13.912,Bod told sue he could buy a Italian Newpaper at a store but the store just sells stationary.,21,29,1,,,,,,1,,,4,5,Error Case,
99,1,3,1,1,54.756,Sue asked her friend bob if the store paper world she was near sold and italioan newspaper. It doesn't.,21,23,2,,,,,,1,,,5,6,Error Case,
100,1,3,1,4,46.616,"Sues friend Bob told her she could buy an Italian newspaper at Paperworld.  Bob was wrong, Paperworld only sells stationary.",21,48,2,,,,,,1,,,4,6,Error Case,
101,1,3,1,2,31.779,Sue was sent to a place where she thought she could buy an Italian newspaper by her friend Bob. She discovered that she could not actually get an Italian newspaper there.,21,23,1,,,,,,1,,,5,4,Error Case,
102,1,3,1,1,23.839,"A woman had a trustworthy friend who thought he knew what a store had sold. His information was incorrect, but the woman believed him anyways. ",21,24,1,,,,,,1,,,5,8,Error Case,
103,1,3,1,2,25.163,Sue was misinformed by Bill about what Paperworld sells.,21,19,1,,,,,,1,,,4,4,Error Case,
104,1,3,1,1,14.536,She was given false information regarding where she could purchase an italian newspaper by a good friend.,21,37,1,,,,,,1,,,5,6,Error Case,
105,1,3,1,1,26.741,"Bob told Sue that she can buy an Italian newspaper at Paperworld, but paperworld does not actually sell newspapers, Italian or otherwise.",21,30,2,,,,,,1,,,5,5,Error Case,
106,1,3,1,1,86.914,Bob told Sam she could buy a italian newspaper at a store but the store doesn't actually sell newspapers.,21,28,1,,,,,,1,,,4,6,Error Case,
107,1,3,1,2,41.117,"Sue was informed by a trustworthy friend Bob that she could find Italian newspapers Paperworld. But instead, she discovered that Paperworld only sold office supplies and did not in fact sell Italian newspapers.",22,21,1,,,,1,,,,,4,4,Error Case,
108,1,3,1,1,36.577,"Sue asked Bob where she could buy an Italian newspaper, and what Bob usually tells her is correct.  But Bob told her she could find one at Paperworld, and he was wrong this time. ",21,25,2,,,,,,1,,,4,8,Error Case,
109,1,3,1,4,23.045,"Susan trusted her friend to tell her where she could buy an Italian newspaper.  He told her one store, but it turned out the store only sold stationary - no Italian newspapers.",21,31,2,,,,,,1,,,8,5,Error Case,
110,1,3,1,3,49.947,Bob misled her to think she could buy a newspaper at Paper World.,21,38,2,,,,,,1,,,5,8,Error Case,
111,1,3,1,1,19.388,"Bob told Sue that she could buy Italian newspapers at Paperworld, but it's a stationary store.",21,35,2,,,,,,1,,,4,8,Error Case,
112,1,3,1,4,34.535,"Bob tells Sue that she can buy an Italian newspaper in a store called Paperworld.  Bob usually knows what he is talking about, but Sue did not find any newspapers at Paperworld.",21,25,2,,,,,,1,,,5,5,Error Case,
113,1,3,1,1,48.673,"Sue was looking for an Italian newspaper, and was misinformed by her friend on where to buy one. ",21,25,1,,,,,,1,,,4,4,Error Case,
114,1,3,1,1,24.368,Bob told susan she can purchase an Italian newspaper at Paperworld. This information was incorrect which is odd because Bob is a knowledgble local resident.,21,27,1,,,,,,1,,,5,5,Error Case,
115,1,3,1,1,21.293,"Bob told Sue that she can buy an Italian Newspaper at Paperworld, he was mistaken.",21,26,1,,,,,,1,,,4,6,Error Case,
116,1,3,1,2,16.948,"Sue was standing on the street next to a store called Paperworld.  Her friend Bob is usually very knowledgable about local shopping and told her that she could buy an Italian newspaper there.  However, it turned out that the store sold office supplies and stationery, not newspapers.",21,30,1,,,,,,1,,,5,5,Error Case,
117,1,3,1,2,30.201,Bob misled sue as to where she could buy an italian newspaper,21,31,2,,,,,,1,,,6,4,Error Case,
118,1,3,1,4,64.226,Bob told Sue she could buy an Italian paper at a store called Paperworld. Sue assumed he was right. He wasn't.,21,69,2,,,,,,1,,,2,8,Error Case,
119,1,3,1,1,20.091,"Bob told Sue she could get an Italian newspaper at Paperworld, which is actually a stationery store.",21,24,2,,,,,,1,,,4,7,Error Case,
120,1,3,1,2,25.356,"Sue wanted to buy an Italian newspaper, and her friend Bob told her she could buy one at this store, but in fact it sells no newspapers.",21,32,2,,,,,,,,,5,8,Error Case,
121,1,3,1,4,18.027,"God, I don't remember honestly. I'm multitasking, and I'm mixing things up.",21,25,1,,,,,,1,,,5,4,Error Case,
122,1,3,1,3,17.993,"Sue assumed her friend was correct with his advice, but he was actually incorrect and she was thus mislead.",21,22,1,,,,,,1,,,4,4,Error Case,
123,1,3,1,4,9.667,"a story about Sue, Bob, and selling italian newspapers",21,32,1,,,,,,1,,,5,6,Error Case,
124,1,3,1,2,44.048,"Sue is at Paperworld where her friend has told her that she could buy an Italian newspaper. However, he friend who is usually well informed was wrong and Paperworld does not sell newspapers, only stationery and supplies.",21,20,1,,,,1,,,,,4,6,Error Case,
125,1,3,1,1,37.511,Stacy is new to the city and is unsure about where to buy a Newspaper. Bob tells her the wrong place to buy it as he is completely misinformed.,21,22,1,,,,,,1,,,4,5,Error Case,
126,1,3,1,1,27.994,Sue was trying to buy an italian newspaper and Bob misinformed her about where she could buy it.,21,28,1,,,,,,1,,,4,5,Error Case,
127,1,3,1,1,23.541,"Bill told susan she could buy an italian news paper at paper world, he was wrong. ",21,29,1,,,1,,,,,,4,7,Error Case,
128,1,3,1,3,21.405,bob told sue she can buy an italian newspaper at paperworld but he's a filthy little liar,21,26,1,,,,,,1,,,5,4,Error Case,
129,1,3,1,1,21.407,She went to Paperworld intending to buy an Italian newspaper but they sell office stuff instead.,21,30,1,,1,,,,,,,5,8,Error Case,
130,1,3,1,2,19.525,Sue is standing near a store called paper world because her friend Bob told her that she can purchase an italian newspaper there.,21,43,2,,,,,,1,,,7,4,Error Case,
131,1,3,1,1,42.988,Bob lied to Sue about where she could buy an Italian newspaper.,21,33,1,,,1,,,,,,5,6,Error Case,
132,1,3,1,1,65.634,Bob misinformed Sue about a particular store. ,21,38,2,,,,,,1,,,4,7,Error Case,
133,1,3,1,1,28.51,"The woman was looking for an italian newspaper. Her friend directed her to paper world, which does not sell the newspaper she is seeking but is actually a stationary shop.",21,27,1,,,,,,1,,,4,9,Error Case,
134,1,3,1,1,48.099,Sue wanted to buy an Italian newspaper. She asked her friend bob and he guessed that the store Paper World would have one. It didn't.,21,31,2,,,,,,1,,,5,8,Error Case,
135,1,3,1,1,29.884,"Sue has a friend name Bob who is trustworthy and reliable. Bob told Sue that she could buy an Italian newspaper at a store called Paperworld, but it turns out that Paperworld doesn't sell newspapers, they sell office supplies.",21,27,2,,,,,,1,,,5,7,Error Case,
136,1,3,1,3,19.344,Sue's friend Bob was misinformed and told her she could buy an Italian paper at Paper World. this was not the case.,21,25,2,,,,,,1,,,8,6,Error Case,
137,1,3,1,4,68.311,"Sue's friend Bob told her she can get an Italian newspaper at Paperworld, but it turns out that they do not sell newspapers.",21,33,1,,,,,,1,,,4,9,Error Case,
138,1,3,1,2,29.614,bob tells Sue that she can buy an Italin paper at a certain store but in reality that store sells stationary not paper.,21,19,1,,,,,,1,,,4,5,Error Case,
139,1,3,1,1,17.198,"Sue goes to Paperworld because her friend Bob says they sell Italian newspapers, but they only sell stationary.",21,25,2,,,,,,1,,,4,6,Error Case,
140,1,3,1,1,40.39,Sue was misinformed by a friend about a product. She was told there would be newspapers at a certain store but there is not. ,21,21,1,,,,,,1,,,4,5,Error Case,
141,1,3,1,1,19.47,Bob tells sue that she can buy Italian newspapers at a store that doesn't sell them,21,28,1,,,,,,1,,,5,6,Error Case,
142,1,3,1,1,18.757,"Bob, a generally trustworthy native of a city, informed Sue incorrectly about where she could buy an Italian newspaper.",21,25,2,,,,1,,,,,6,3,Error Case,
143,1,3,1,2,18.74,Bob misinformed Sue about an italian newspaper.,21,33,1,,,,,,1,,,5,4,Error Case,
144,1,3,1,1,19.515,Sue went to Paperworld to buy a paper because her friend Bob said she could. There was no paper being sold their.,21,22,1,,,,,,1,,,5,4,Error Case,
145,1,3,1,2,41.047,"Sue wanted an Italian newspaper, Bob thought he new where sue could find one, bob was wrong.",21,43,1,,,,,,1,,,5,6,Error Case,
146,1,3,1,5,16.88,Sue wants to buy an italian paper. Her friend (cant remember his name) tells her she can buy it at Paperworld. She can't. ,21,27,2,,,,,,1,,,5,7,Error Case,
147,1,3,1,1,29.158,sues freind misinformed her about where to get a italian newspaper.,21,20,1,,,,,,1,,,2,6,Error Case,
148,1,3,1,1,37.463,"Bob told Sue where to buy the Italian newspaper, but Bob was wrong.",21,31,1,,,,,,1,,,5,4,Error Case,
149,1,3,1,1,125.444,Sue was told that she could buy an Italian newspaper from Paperworld. It turns out Paperworld does not sell newspapers,21,40,1,,,,,,1,,,6,5,Error Case,
150,1,3,1,2,36.447,Bob told Sue that she could by an Italian newspaper at Paperworld but he was mistaken; they only sell stationery and office supplies.,21,30,1,,,,,,1,,,5,5,Error Case,
151,1,3,1,2,24.729,Sue is looking for an Italian Newspaper but cant find one,21,24,1,,,,,,1,,,4,9,Error Case,
152,1,3,1,2,56.04,"Sue was standing on a street corner and her friend Bob told her she can buy an Italian newspaper at Paperworld, but Paperworld actually only sells stationary and office supplies.",21,22,1,,,,,,1,,,4,7,Error Case,
153,1,3,1,5,97.386,"Sue?s trustworthy friend, Bob tells her she can buy an Italian newspaper at Paperworld. It turns out that bob gave her the wrong information, and Paperworld does not sell newspapers",21,41,1,,,,,,1,,,4,8,Error Case,
