Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
1,1,2,7,11.058,"In the first story, Bob was only partially correct about where to buy an Italian paper. In the second, he was entirely right.",21,35,2,,,,,,1,,,5,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,22.941,"The first time, Sue was given 2 options to buy an Italian newspaper at, but really only one of them is an option. The second time, Sue was given a store that sells Italian newspaper, which she can definitely go to.",21,20,2,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,6,3.621,The information was correct and incorrect,21,20,1,,,,,,1,,,3,3,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,20.257,"In the first store, Sue was near two stores (Newstopia & Paper World) and her friend Bob told her she could purchase an Italian newspaper at both stores, when in reality she could only buy one at Newstopia.  In the second story, Sue was standing near one store (Newstopia) and her friend Bob told her she could purchase an Italian newspaper in that store, which is true.",21,26,1,,,,,,1,,,6,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,18.353,bobs trustworthyness.,21,20,1,,1,,,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,8.653,"In the first story she did not find the paper, she just found where she could not get it. In the second story she found the paper.",21,24,1,,,,,,1,,,3,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,,"The first story had Bob giving one accurate statement and one inaccurate one, whereas the second only had the accurate statement.",21,34,1,,,,,,1,,,4,8,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,4.365,In one story she founds out that they sell stationary supplies at one store.,21,22,1,,,,,,1,,,5,4,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,17.594,The second story was like the first but had certain parts omitted.,21,21,1,,1,1,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,8.969,She was far more confident in where to buy an Italian newspaper in the second scenario as opposed to the first.,21,25,1,,,,,,1,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,16.121,"In the second story, it was not stated that Bob was wrong about which store sold Italian newspapers, only that he was right about Newstopia selling them.",21,19,1,,,1,,,1,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,17.545,the stories are the same,21,32,1,,,,1,,,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,3,9.449,The second story did not include the details telling us about what Newstopia sold ,21,21,1,,,,,,1,,,4,2,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,4,18.183,One had Bob knowing correctly about both stores and one did not,21,22,1,,,,,,1,,,5,4,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,7,22.154,"In the first story, Sue thought that both PaperWorld and Newstopia sold Italian newspapers because Bob told her so, but in truth, only Newstopia sold them. In the second story, Sue knew Newstopia sold her Italian news papers because Bob told her so and Bob was right.",21,23,1,,,,,,1,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,13.788,Bob did not misinform her in the second story.,21,28,1,,,,1,,,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,1,2,5,71.493,"sue was misinformed in the first information, and was informed correctly in the second",21,20,2,,,,1,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,1,4,16.63,"Bob recommended one store in the first story and it sold Italian newspapers. In the second story he. Recommended two stores, but only one sold Italian newspapers.",21,44,2,,,,,,1,,,5,3,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,43.048,"In both stories, Bob was correct when he told Sue she could find the Italian newspaper at Newstopia. However, in the second story Bob was incorrect about Papertopia.",21,41,2,,,1,,,,,,4,7,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,7.609,"In one story, the friend was completely correct. In the other, he was wrong the first time but right the second.",21,22,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,3,23.528,"In the second story, Bob suggested two different places to buy an Italian newspaper, but only one, Newstopia (which was mentioned in both scenarios) actually carried it. In the second scenario he was wrong about Paper World carrying it.",21,32,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,25.035,"When Bob suggested only 1 store suggestion, he was right. When he suggested 2, he was wrong about 1 of the stores.",21,20,1,,,,,,1,,,2,7,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,3.596,"In the first story, Bob was right about the store. He only gave one suggestion, however. In the 2nd story, he gave two suggestions and was wrong about one of them. He could have easily mixed up the store in the first story as well, which would completely make Sue not trust him again.",21,20,1,,,,,,1,,,2,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,16.939,"One had one store, and the other had two stores.",21,31,1,,,1,,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,27.38,Sue's friend Bob was telling her where a good place to buy an Italian newspaper was.,21,23,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,52.872,"in the first story,Sue's friend told her thay she can buy an italian newspaper at Newstopia, in the second story, sue's friend told her about two stores, Newstopia and PaperWorld of selling Italian newspaper, but Paperworld just sells office supplies.",21,32,2,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,44.152,"In the second story, he was only half correct in the info he gave her.",21,33,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,47.848,"In the first story, Bob told her where to buy Italian newspapers. In the second story, Bob told her of two stores however only one store actually sold the paper.",21,30,1,,,,1,,,,,2,10,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,24.002,"In the first example Bob was totally right about where to buy a newspaper. In the second example Bob provides two stores that sell Italian newspapers, but he was wrong about one store.",21,26,1,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,2,28.11,The difference between the two stories is that Bob knows where italian newspapers are sold in the first story but does not know where they are sold in the second story.,21,24,2,,,,,,1,,,3,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,2.581,The information on where to buy the newspaper.,21,31,1,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,32.388,"In one of them Sue definitely knew where to buy the newspaper because Bob told her one store. In the second one Bob told her about two stores, only one of which sold newspapers, so she only half knew where to get the newspaper.",21,19,2,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,6,32.492,Story one only mentioned Newstopia whereas story two mentioned both Newstopia and Paperworld.,21,19,1,,1,,,,,,,2,7,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,27.138,"One gave Newstopia as an option, the second gave Paperworld and Newstopia as an option with Paperworld being incorrect",21,54,2,,,,,,1,,,2,9,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,1.413,They had differing views,21,23,1,,1,,,,,,,2,4,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,35.394,"the guy who told the person about the first place, but the second place he misinformed her about what it sells",21,19,2,,,,,,1,,,2,6,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,25.203,"The second one also involved Paperworld, which didn't actually sell newspapers.  Newstopia, in both stories, sold the Italian newspapers that Sue was looking for.",21,38,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,23.481,"One had a second option, where her friend was only 50% right",21,30,1,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,28.459,"The first story describes how Bob was able to help his friend Sue find an Italian newspaper at a store called Newstopia. In the second story, Bob misleads Sue when he also mentions that the paper can be purchased at Paperworld, another store in the city he lives.",21,27,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,3,110.522,"In the second story, Sue's friend Bob gave her some bad information.",21,52,2,,,,,,1,,,5,6,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,24.321,"The first story detailed Bob giving Sue information on a store that was correct, and the second story detailed Bob giving Sue information about two stores, though only his information about one store was correct.",21,22,2,,,,,,1,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,35.445,"Bob provided correct information in the first scenario, while he provided both correct and incorrect information to Sue in the secondar scenario.",21,23,2,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,6,24.19,The second had two stores and Bob was wrong about one of them.,21,26,2,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,33.102,"In the second story, Bob is wrong, and PaperWorld doesn't sell Italian newspapers. PaperWorld isn't mentioned in the first story.",21,25,2,,,,,,1,,,4,9,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,6,21.637,In the second summary an example of when Bob was wrong was presented,21,28,1,,,1,,,,,,6,7,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,2.803,"One had Bob tell her, while the other had her hunch",21,25,1,,,,,,1,,,5,4,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,5,28.437,The first story mentioned one store which had the desired item; The second story mentioned two stores only one of which had the desired item.,21,51,1,,,,,,1,,,8,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,23.342,"One involved Nestopia, which sold an Italian newspaper. The other also included PaperWorld, which sold stationary and supplies. Sue trusted Bob in both scenarios, but Bob was incorrect in the second scenario.",21,26,1,,,,,,1,,,4,8,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,2,22.137,"sue was sent to one location that sells italian newspapers in the first story. In the 2nd, she was misinformed and led to believe that two places had the same product",21,,1,,,,,,1,,,4,4,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,3,48.145,"Bob only recommened one store in the first story, Newstopia. In the 2nd story, he recommended 2 stores, Paperworld and Newstopia.",21,33,1,,,,1,,,,,5,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,6,28.817,"The first story included only the store Newstopia, which does sell Italian newspapers; the second story also has another store which only sells stationary and the like.",21,25,2,,,,,,1,,,4,5,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,6,26.772,"Bob presented two options in the secondary story, one of which was incorrect. He presented the correction option in both stories though so she had some idea of where to get her newspaper.",21,26,1,,,,,,1,,,5,6,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,4,19.652,"The first one only had one option which was true, the second one had two options, one of which was true and one was not",21,20,1,,,,,,1,,,4,7,FL_50,Base Case - Should|Mixed Case - Should
1,2,1,7,19.136,"Another store was introduced where you could not buy a newspaper, also bob was now half mistaken.",21,25,1,,,,,,1,,,2,6,FL_50,Base Case - Should|Mixed Case - Should
1,2,2,4,23.71,The first story Bob told her about more than one newsstand that sold Italian papers. Only one sold newspapers.,21,29,2,,1,,,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,38.337,"In the first story Bob said Sue could buy an italian newspaper at one of two store, Newstopia and Paperworld, while she could actually only purchase one at the former. In the 2nd story Bob only mentioned Newstopia and was actually correct.",21,25,1,,,,,,1,,,4,8,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,35.097,First scenario he included paperworld. The second scenario only had newsworld,21,55,2,,,,,,1,,,5,3,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,18.19,"story 1 had susan looking for newspaper, bob misinformed about one location. story 2 susan was looking for italian newspapers, bob correctly informed her",21,25,1,,,,1,,,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,35.787,"In the first, Bob told Sue she could buy an Italian newspaper at one of two locations, only one of which carried them. In the second, Bob only told Sue about one location, which was the correct one.",21,27,1,,,,,,1,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,97.756,"The first story included Bob telling Sue that there were two stores that she could buy an Italian newspaper from, although he was wrong about one of them. The second story included Bob telling Sue about only one store that she could buy an Italian newspaper from, which was correct. ",21,20,2,,1,,,,,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,7,15.291,The difference in the two stories is that Bob suggests either both stores to have the newspaper (and he is wrong) or Bob suggests one store to have the newspaper (and he is right).,21,21,2,,,,1,,,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,50.654,"In the first one there are two stores and Bob only gave accurate information about one of them. In the second, only the store he gave accurate info for is mentioned so he is completely correct instead of partially correct.",21,22,2,,,,,,1,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,34.425,One included the other store called Papertopia even though it did not sell italian newspapers.,21,24,2,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,26.173,"The first story was longer and Bob was wrong. The second story, Bob was correct. ",21,29,1,,,,,,1,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,74.182,"In the first story, it is revealed that PaperWorld does not sell newspapers. In the second, it is says that Newstopia does sells newspapers. It says nothing about PaperWorld.",21,24,1,,,1,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,50.098,"If the first story there was another store called PaperWorld. Bob though they sold newspapers as well, and told Sue this, but they really only sell stationary.",21,31,2,,,,,,1,,,5,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,15.874,Bob told her two locations on the first story and one location on the 2nd on where to buy newspaper.,21,20,1,,,,1,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,43.051,"In both stories, Bob was correct about Newstopia. However, in the second it is unknown that he is incorrect about being able to purchase the newspaper at both stores.",21,23,1,,,,,,1,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,300.052,First story only one place had the newspaper. Second story both places had it.,21,33,1,,,1,,,,,,5,3,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,4.442,"Sue goes to buy an italian newspaper and bob tells her to go to a store, he is incorrect and it only sells stationaries, he then suggets newstopia which does sell italian papers.",21,18,2,,,,,,1,,,4,4,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,24.91,"One story discussed two separate stores, while the other only mentioned one",21,21,1,,1,,,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,7,75.003,"In the first story there were two stores, the second story only had one.",21,26,1,,1,,,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,23.031,"In one Bob is correct about the store, the other he is wrong.",21,21,1,,,,1,,,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,46.314,The store did sell Italian newspapers.,21,24,1,,,,,,1,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,7,7.928,"In the first, Bob gave her one location that sold the paper. In the second, Bob gave her two places although only one sold the paper.",21,30,1,,,,1,,,,,2,10,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,31.116,"In the first story, bob didn't know paperworld didn't sell newspapers. In the second, there was only one store.",21,27,1,,,,,,1,,,2,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,57.514,"In the first story, Sue was told she could buy an Italian newspaper at two stores, one of which was wrong. In the second story, she is told to buy a newspaper at only one store, which does in fact sell an Italian newspaper.",21,23,2,,,1,,,,,,4,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,774.734,Bob told her that Paperworld and Newtopia both sell Italian newspapers but Bob was not right about Paperworld but right about Newtopia but Sarah believed Bob anyways. The second scenario she went to get a paper from Newtopia and there was paper there like Bob said.,21,22,2,,,,1,,,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,31.807,In one case he gave her 2 options one of which was incorrect. The other he gave her one option which was indeed correct.,21,21,1,,,,1,,,,,4,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,31.306,"In the first scenario, Bob was both correct and incorrect. In the second scenario, Bob was only correct.",21,20,1,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,3,54.014,"In one story Bob was right about the store that sells Italian newspapers.  In the other story,  Bob was half right about which store sales newspapers.",21,36,1,,1,,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,18.012,"In the first story, Bob was only partially correct about where to buy an Italian paper. In the second, he was entirely right.",21,35,2,,,,,,1,,,5,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,30.443,"The first time, Sue was given 2 options to buy an Italian newspaper at, but really only one of them is an option. The second time, Sue was given a store that sells Italian newspaper, which she can definitely go to.",21,20,2,,,,,,1,,,4,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,28.944,The information was correct and incorrect,21,20,1,,,,,,1,,,3,3,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,26.288,"In the first store, Sue was near two stores (Newstopia & Paper World) and her friend Bob told her she could purchase an Italian newspaper at both stores, when in reality she could only buy one at Newstopia.  In the second story, Sue was standing near one store (Newstopia) and her friend Bob told her she could purchase an Italian newspaper in that store, which is true.",21,26,1,,,,,,1,,,6,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,7,40.018,bobs trustworthyness.,21,20,1,,1,,,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,37.299,"In the first story she did not find the paper, she just found where she could not get it. In the second story she found the paper.",21,24,1,,,,,,1,,,3,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,,"The first story had Bob giving one accurate statement and one inaccurate one, whereas the second only had the accurate statement.",21,34,1,,,,,,1,,,4,8,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,15.657,In one story she founds out that they sell stationary supplies at one store.,21,22,1,,,,,,1,,,5,4,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,40.907,The second story was like the first but had certain parts omitted.,21,21,1,,1,1,,,,,,5,7,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,6,25.837,She was far more confident in where to buy an Italian newspaper in the second scenario as opposed to the first.,21,25,1,,,,,,1,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,5,46.864,"In the second story, it was not stated that Bob was wrong about which store sold Italian newspapers, only that he was right about Newstopia selling them.",21,19,1,,,1,,,1,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,1,63.545,the stories are the same,21,32,1,,,,1,,,,,5,5,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,28.905,The second story did not include the details telling us about what Newstopia sold ,21,21,1,,,,,,1,,,4,2,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,4,42.786,One had Bob knowing correctly about both stores and one did not,21,22,1,,,,,,1,,,5,4,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,47.017,"In the first story, Sue thought that both PaperWorld and Newstopia sold Italian newspapers because Bob told her so, but in truth, only Newstopia sold them. In the second story, Sue knew Newstopia sold her Italian news papers because Bob told her so and Bob was right.",21,23,1,,,,,,1,,,5,9,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,41.652,Bob did not misinform her in the second story.,21,28,1,,,,1,,,,,5,8,FL_50,Mixed Case - Should|Base Case - Should
1,2,2,2,11.393,"sue was misinformed in the first information, and was informed correctly in the second",21,20,2,,,,1,,,,,4,6,FL_50,Mixed Case - Should|Base Case - Should
