Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
1,2,1,6,50.729,,21,22,2,,1,,,,,,,4,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,7,22.98,,21,31,1,,,,1,,,,,4,4,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,30.097,,21,23,1,,,1,,,,,,4,4,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,43.331,,21,22,2,,,,,,1,,,2,6,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,2,33.143,,21,29,1,,,,1,,1,,,5,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,21.805,,21,23,2,,,,,,1,,,4,7,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,2.729,,21,24,1,,,,,,1,,,5,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,9.139,,21,54,2,,,,,,1,,,5,6,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,6,9.136,,21,41,2,,,,,,1,,,5,4,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,3,33.524,,21,40,2,,,,,,1,,,5,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,7,24.37,,21,25,1,,,,,,1,,,4,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,16.483,,21,23,1,,,,1,,,,,5,6,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,10.516,,21,32,2,,,,1,,,,,7,3,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,21.342,,21,30,2,,,,,,1,,,5,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,47.376,,21,21,1,,,,1,,,,,5,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,10.328,,21,39,2,,,,,,1,,,4,7,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,27.91,,21,19,1,,,,,,1,,,4,7,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,8.875,,21,22,1,,,,1,,,,,5,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,6.178,,21,26,1,,1,,,,,,,5,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,27.738,,21,27,1,,,,1,,,,,4,6,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,6,42.684,,21,21,1,,,,,,1,,,4,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,39.16,,21,19,1,,,,,,1,,,2,8,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,51.872,,21,28,1,,,,,,1,,,2,9,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,5,29.502,,21,26,1,,,,,,1,,,4,7,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,4,13.183,,21,22,2,,,,1,,1,,,5,9,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,42.652,,21,31,1,,,,,,1,,,7,5,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,6,35.729,,21,27,2,,,,,,1,,,5,6,FL_50,Base Case - Negated|Mixed Case Negated
1,2,1,1,47.545,,21,26,1,,,,1,,,,,4,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,64.514,,21,20,2,,,,,,1,,,4,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,70.851,,21,,1,,,,,1,1,,,5,6,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,46.453,,21,34,1,,,,,,1,,,4,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,3,50.42,,21,27,2,,,,,,1,,,5,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,2,98.976,,21,41,1,,,,,,1,,,5,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,5,34.951,,21,20,1,,,1,,,1,,,4,3,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,37.848,,21,37,2,,,,,,1,,,5,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,56.347,,21,30,1,,,,,,1,,,4,7,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,28.778,,21,42,2,,,,,,1,,,4,7,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,60.622,,21,22,1,,,,,,1,,,4,7,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,34.763,,21,45,2,,,,,,1,,,6,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,5,35.272,,21,21,2,,,,,,1,,,4,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,28.555,,21,24,1,,,,,,1,,,5,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,38.847,,21,28,2,,1,,,,,,,4,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,16.591,,21,24,1,,,,,,1,,,5,4,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,2,48.398,,21,31,2,,,,,,1,,,5,6,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,65.977,,21,25,1,,,1,,,,,,2,3,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,2,33.066,,21,48,1,,,,,,1,,,2,6,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,6,25.516,,21,22,2,,,1,,,,,,4,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,45.555,,21,24,1,,,,,,1,,,1,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,54.541,,21,30,1,,,,,,1,,,5,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,5,40.384,,21,30,2,,,,,,1,,,5,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,7,32.342,,21,31,2,,,,,,1,,,4,6,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,53.89,,21,25,1,,,,,,1,,,4,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,2,61.616,,21,23,1,,1,,,,,,,5,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,31.019,,21,18,1,,,,1,,,,,2,4,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,38.503,,21,24,1,,,,,,1,,,5,9,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,3,60.515,,21,19,2,,1,,,,,,,2,8,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,15.582,,21,22,1,,,1,1,,,,,2,5,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,1,78.405,,21,29,1,,,,,,1,,,5,7,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,5,60.127,,21,23,1,,,,,,1,,,4,4,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,4,31.048,,21,27,1,,,,,,1,,,5,7,FL_50,Mixed Case Negated|Base Case - Negated
1,2,2,7,78.131,,21,31,1,,,,1,,,,,5,5,FL_50,Mixed Case Negated|Base Case - Negated
